|scenario_set|         MST|            features|prediction|30min|60min|90min|120min|
|          25|1.67972592E9|[1.67972592E9,102...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          25|1.67972598E9|[1.67972598E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972604E9|[1.67972604E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797261E9|[1.6797261E9,1033...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972616E9|[1.67972616E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972622E9|[1.67972622E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972628E9|[1.67972628E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972634E9|[1.67972634E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797264E9|[1.6797264E9,1032...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972646E9|[1.67972646E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972652E9|[1.67972652E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972658E9|[1.67972658E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972664E9|[1.67972664E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797267E9|[1.6797267E9,1030...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972676E9|[1.67972676E9,103...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972682E9|[1.67972682E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972688E9|[1.67972688E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972694E9|[1.67972694E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|  1.679727E9|[1.679727E9,1027....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972706E9|[1.67972706E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972712E9|[1.67972712E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972718E9|[1.67972718E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972724E9|[1.67972724E9,102...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797273E9|[1.6797273E9,1019...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972736E9|[1.67972736E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972742E9|[1.67972742E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972748E9|[1.67972748E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972754E9|[1.67972754E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797276E9|[1.6797276E9,1019...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972766E9|[1.67972766E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972772E9|[1.67972772E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972778E9|[1.67972778E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972784E9|[1.67972784E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797279E9|[1.6797279E9,1017...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972796E9|[1.67972796E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972802E9|[1.67972802E9,101...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          25|1.67972808E9|[1.67972808E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972814E9|[1.67972814E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797282E9|[1.6797282E9,1012...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972826E9|[1.67972826E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972832E9|[1.67972832E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972838E9|[1.67972838E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972844E9|[1.67972844E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797285E9|[1.6797285E9,1011...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972856E9|[1.67972856E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972862E9|[1.67972862E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972868E9|[1.67972868E9,101...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972874E9|[1.67972874E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797288E9|[1.6797288E9,1007...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          25|1.67972886E9|[1.67972886E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972892E9|[1.67972892E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972898E9|[1.67972898E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972904E9|[1.67972904E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797291E9|[1.6797291E9,1004...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972916E9|[1.67972916E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972922E9|[1.67972922E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972928E9|[1.67972928E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972934E9|[1.67972934E9,100...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797294E9|[1.6797294E9,999....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972946E9|[1.67972946E9,997...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972952E9|[1.67972952E9,996...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972958E9|[1.67972958E9,996...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          25|1.67972964E9|[1.67972964E9,994...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797297E9|[1.6797297E9,994....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972976E9|[1.67972976E9,994...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972982E9|[1.67972982E9,993...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972988E9|[1.67972988E9,992...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67972994E9|[1.67972994E9,991...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|   1.67973E9|[1.67973E9,991.16...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973006E9|[1.67973006E9,990...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973012E9|[1.67973012E9,986...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973018E9|[1.67973018E9,984...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973024E9|[1.67973024E9,982...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797303E9|[1.6797303E9,982....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973036E9|[1.67973036E9,981...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973042E9|[1.67973042E9,981...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973048E9|[1.67973048E9,979...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973054E9|[1.67973054E9,978...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797306E9|[1.6797306E9,977....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973066E9|[1.67973066E9,976...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973072E9|[1.67973072E9,975...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          25|1.67973078E9|[1.67973078E9,974...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973084E9|[1.67973084E9,972...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797309E9|[1.6797309E9,970....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973096E9|[1.67973096E9,969...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973102E9|[1.67973102E9,968...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973108E9|[1.67973108E9,967...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973114E9|[1.67973114E9,966...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797312E9|[1.6797312E9,966....|      19.0| 19.0| 19.0| 19.0|  19.0|
|          25|1.67973126E9|[1.67973126E9,965...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          25|1.67973132E9|[1.67973132E9,964...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973138E9|[1.67973138E9,964...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973144E9|[1.67973144E9,961...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797315E9|[1.6797315E9,960....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973156E9|[1.67973156E9,958...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973162E9|[1.67973162E9,956...|      20.0| 20.0| 20.0| 20.0|  20.0|
|          25|1.67973168E9|[1.67973168E9,954...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973174E9|[1.67973174E9,953...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25| 1.6797318E9|[1.6797318E9,953....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973186E9|[1.67973186E9,952...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973192E9|[1.67973192E9,951...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973198E9|[1.67973198E9,950...|      19.0| 19.0| 19.0| 19.0|  19.0|
|          25|1.67973204E9|[1.67973204E9,950...|      20.0| 20.0| 20.0| 20.0|  20.0|
|          25| 1.6797321E9|[1.6797321E9,949....|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973216E9|[1.67973216E9,947...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973222E9|[1.67973222E9,945...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973228E9|[1.67973228E9,944...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          25|1.67973234E9|[1.67973234E9,943...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          26| 1.6797114E9|[1.6797114E9,618....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971146E9|[1.67971146E9,622...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971152E9|[1.67971152E9,625...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971158E9|[1.67971158E9,628...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971164E9|[1.67971164E9,631...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797117E9|[1.6797117E9,634....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971176E9|[1.67971176E9,637...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971182E9|[1.67971182E9,640...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971188E9|[1.67971188E9,643...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971194E9|[1.67971194E9,646...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|  1.679712E9|[1.679712E9,649.9...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971206E9|[1.67971206E9,652...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971212E9|[1.67971212E9,656...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971218E9|[1.67971218E9,659...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971224E9|[1.67971224E9,662...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797123E9|[1.6797123E9,666....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971236E9|[1.67971236E9,668...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971242E9|[1.67971242E9,671...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971248E9|[1.67971248E9,674...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971254E9|[1.67971254E9,677...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797126E9|[1.6797126E9,680....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971266E9|[1.67971266E9,683...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971272E9|[1.67971272E9,686...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971278E9|[1.67971278E9,689...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971284E9|[1.67971284E9,692...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797129E9|[1.6797129E9,695....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971296E9|[1.67971296E9,698...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971302E9|[1.67971302E9,701...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971308E9|[1.67971308E9,703...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971314E9|[1.67971314E9,706...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797132E9|[1.6797132E9,709....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971326E9|[1.67971326E9,713...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971332E9|[1.67971332E9,715...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971338E9|[1.67971338E9,718...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971344E9|[1.67971344E9,721...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797135E9|[1.6797135E9,724....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971356E9|[1.67971356E9,726...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971362E9|[1.67971362E9,729...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971368E9|[1.67971368E9,732...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971374E9|[1.67971374E9,735...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797138E9|[1.6797138E9,737....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971386E9|[1.67971386E9,740...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971392E9|[1.67971392E9,743...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971398E9|[1.67971398E9,746...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971404E9|[1.67971404E9,749...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797141E9|[1.6797141E9,751....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971416E9|[1.67971416E9,753...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971422E9|[1.67971422E9,756...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971428E9|[1.67971428E9,759...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971434E9|[1.67971434E9,762...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797144E9|[1.6797144E9,765....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971446E9|[1.67971446E9,768...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971452E9|[1.67971452E9,770...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971458E9|[1.67971458E9,772...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971464E9|[1.67971464E9,775...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797147E9|[1.6797147E9,777....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971476E9|[1.67971476E9,779...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971482E9|[1.67971482E9,781...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971488E9|[1.67971488E9,784...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971494E9|[1.67971494E9,787...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|  1.679715E9|[1.679715E9,788.8...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971506E9|[1.67971506E9,790...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971512E9|[1.67971512E9,793...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971518E9|[1.67971518E9,796...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971524E9|[1.67971524E9,799...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797153E9|[1.6797153E9,801....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971536E9|[1.67971536E9,804...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971542E9|[1.67971542E9,806...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971548E9|[1.67971548E9,809...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971554E9|[1.67971554E9,811...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797156E9|[1.6797156E9,813....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971566E9|[1.67971566E9,816...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971572E9|[1.67971572E9,820...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971578E9|[1.67971578E9,823...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971584E9|[1.67971584E9,825...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797159E9|[1.6797159E9,827....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971596E9|[1.67971596E9,829...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971602E9|[1.67971602E9,830...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971608E9|[1.67971608E9,832...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971614E9|[1.67971614E9,835...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797162E9|[1.6797162E9,838....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971626E9|[1.67971626E9,841...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971632E9|[1.67971632E9,843...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971638E9|[1.67971638E9,844...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971644E9|[1.67971644E9,846...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797165E9|[1.6797165E9,848....|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971656E9|[1.67971656E9,849...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971662E9|[1.67971662E9,852...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26|1.67971668E9|[1.67971668E9,855...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          26|1.67971674E9|[1.67971674E9,856...|      11.0| 11.0| 11.0| 11.0|  11.0|
|          26| 1.6797168E9|[1.6797168E9,858....|      13.0| 13.0| 13.0| 13.0|  13.0|
|          26|1.67971686E9|[1.67971686E9,861...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          26|1.67971692E9|[1.67971692E9,862...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          26|1.67971698E9|[1.67971698E9,865...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          26|1.67971704E9|[1.67971704E9,868...|      13.0| 13.0| 13.0| 13.0|  13.0|
|          26| 1.6797171E9|[1.6797171E9,871....|      13.0| 13.0| 13.0| 13.0|  13.0|
|          26|1.67971716E9|[1.67971716E9,874...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971722E9|[1.67971722E9,877...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971728E9|[1.67971728E9,878...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971734E9|[1.67971734E9,881...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797174E9|[1.6797174E9,883....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971746E9|[1.67971746E9,886...|      15.0| 15.0| 15.0| 15.0|  15.0|
|          26|1.67971752E9|[1.67971752E9,888...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971758E9|[1.67971758E9,890...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971764E9|[1.67971764E9,891...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797177E9|[1.6797177E9,893....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971776E9|[1.67971776E9,894...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971782E9|[1.67971782E9,897...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971788E9|[1.67971788E9,898...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971794E9|[1.67971794E9,899...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|  1.679718E9|[1.679718E9,900.7...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971806E9|[1.67971806E9,903...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971812E9|[1.67971812E9,904...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971818E9|[1.67971818E9,906...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          26|1.67971824E9|[1.67971824E9,907...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          26| 1.6797183E9|[1.6797183E9,907....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971836E9|[1.67971836E9,909...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971842E9|[1.67971842E9,912...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971848E9|[1.67971848E9,913...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971854E9|[1.67971854E9,914...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797186E9|[1.6797186E9,916....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971866E9|[1.67971866E9,919...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971872E9|[1.67971872E9,921...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971878E9|[1.67971878E9,923...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971884E9|[1.67971884E9,924...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797189E9|[1.6797189E9,926....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971896E9|[1.67971896E9,929...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971902E9|[1.67971902E9,930...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971908E9|[1.67971908E9,932...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971914E9|[1.67971914E9,933...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797192E9|[1.6797192E9,935....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971926E9|[1.67971926E9,937...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971932E9|[1.67971932E9,938...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971938E9|[1.67971938E9,940...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971944E9|[1.67971944E9,941...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797195E9|[1.6797195E9,941....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971956E9|[1.67971956E9,942...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971962E9|[1.67971962E9,944...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          26|1.67971968E9|[1.67971968E9,946...|      17.0| 17.0| 17.0| 17.0|  17.0|
|          26|1.67971974E9|[1.67971974E9,948...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797198E9|[1.6797198E9,949....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971986E9|[1.67971986E9,950...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971992E9|[1.67971992E9,952...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67971998E9|[1.67971998E9,954...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972004E9|[1.67972004E9,956...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797201E9|[1.6797201E9,958....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972016E9|[1.67972016E9,960...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972022E9|[1.67972022E9,960...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972028E9|[1.67972028E9,959...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972034E9|[1.67972034E9,961...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797204E9|[1.6797204E9,962....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972046E9|[1.67972046E9,964...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972052E9|[1.67972052E9,966...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972058E9|[1.67972058E9,968...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972064E9|[1.67972064E9,969...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797207E9|[1.6797207E9,971....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972076E9|[1.67972076E9,973...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972082E9|[1.67972082E9,975...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972088E9|[1.67972088E9,976...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972094E9|[1.67972094E9,976...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|  1.679721E9|[1.679721E9,976.6...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972106E9|[1.67972106E9,977...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972112E9|[1.67972112E9,977...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972118E9|[1.67972118E9,979...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972124E9|[1.67972124E9,982...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26| 1.6797213E9|[1.6797213E9,982....|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972136E9|[1.67972136E9,981...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972142E9|[1.67972142E9,983...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972148E9|[1.67972148E9,985...|      18.0| 18.0| 18.0| 18.0|  18.0|
|          26|1.67972154E9|[1.67972154E9,987...|      18.0| 18.0| 18.0| 18.0|  18.0|
